"country","organization","type"
"TJ","GCTU","member"
"TJ","IAEA","member"
"TJ","IBRD","member"
"TJ","ICAO","member"
"TJ","ICC","having direct member"
"TJ","ICCt","state accepting jurisdiction"
"TJ","IDA","member"
"TJ","IDB","member"
"TJ","IFAD","List C"
"TJ","IFC","member"
"TJ","IFRCS","member"
"TJ","ILO","member"
"TJ","IMF","member"
"TJ","Interpol","member"
"TJ","IOC","National Olympic Committee"
"TJ","IOM","member"
"TJ","IPU","member"
"TJ","ISO","correspondent member"
"TJ","ITSO","member"
"TJ","ITU","member"
"TJ","MIGA","member"
"TJ","NAM","observer"
"TJ","OIC","member"
"TJ","OPCW","member"
"TJ","OSCE","member"
"TJ","PFP","member"
"TJ","SCO","member"
"TJ","UN","member"
"TJ","UNAMID","member"
"TJ","UNCTAD","member"
"TJ","UNESCO","member"
"TJ","UNIDO","member"
"TJ","UNWTO","member"
"TJ","UPU","member"
"TJ","WCO","member"
"TJ","WFTU","member"
"TJ","WHO","member"
"TJ","WIPO","member"
"TJ","WMO","member"
"TJ","WTO","member"
"TL","ACP","member"
"TL","ADB","member"
"TL","AOSIS","member"
"TL","ARF","member"
"TL","ASEAN","observer"
"TL","CPLP","member"
"TL","EITI","compliant countries"
"TL","FAO","member"
"TL","G-77","member"
"TL","IBRD","member"
"TL","ICAO","member"
"TL","ICCt","state accepting jurisdiction"
"TL","ICJ","accepting compulsory jurisdiction without reservations"
"TL","IDA","member"
"TL","IFAD","List C"
"TL","IFC","member"
"TL","IFRCS","member"
"TL","ILO","member"
"TL","IMF","member"
"TL","IMO","member"
"TL","Interpol","member"
"TL","IOC","National Olympic Committee"
"TL","IOM","member"
"TL","IPU","member"
"TL","ITU","member"
"TL","MIGA","member"
"TL","NAM","member"
"TL","OPCW","member"
"TL","PIF","observer"
"TL","UN","member"
"TL","UNCTAD","member"
"TL","UNESCO","member"
"TL","UNIDO","member"
"TL","UNMISS","member"
"TL","UNWTO","member"
"TL","UPU","member"
"TL","WCO","member"
"TL","WHO","member"
"TL","WMO","member"
"TM","ADB","member"
"TM","CIS","member"
"TM","EAPC","member"
"TM","EBRD","member"
"TM","ECO","member"
"TM","FAO","member"
"TM","G-77","member"
"TM","IBRD","member"
"TM","ICAO","member"
"TM","IDB","member"
"TM","IFC","member"
"TM","IFRCS","member"
"TM","ILO","member"
"TM","IMF","member"
"TM","IMO","member"
"TM","Interpol","member"
"TM","IOC","National Olympic Committee"
"TM","IOM","observer"
"TM","ISO","correspondent member"
"TM","ITU","member"
"TM","MIGA","member"
"TM","NAM","member"
"TM","OIC","member"
"TM","OPCW","member"
"TM","OSCE","member"
"TM","PFP","member"
"TM","UN","member"
"TM","UNCTAD","member"
"TM","UNESCO","member"
"TM","UNHCR","member"
"TM","UNIDO","member"
"TM","UNWTO","member"
"TM","UPU","member"
"TM","WCO","member"
"TM","WFTU","member"
"TM","WHO","member"
"TM","WIPO","member"
"TM","WMO","member"
"TN","ABEDA","member"
"TN","AfDB","regional member"
"TN","AFESD","member"
"TN","AMF","member"
"TN","AMU","member"
"TN","AU","member"
"TN","BSEC","observer"
"TN","CAEU","member"
"TN","CD","signatory"
"TN","EBRD","member"
"TN","FAO","member"
"TN","G-77","member"
"TN","IAEA","member"
"TN","IBRD","member"
"TN","ICAO","member"
"TN","ICC","national committee"
"TN","ICCt","state accepting jurisdiction"
"TN","IDA","member"
"TN","IDB","member"
"TN","IFAD","List C"
"TN","IFC","member"
"TN","IFRCS","member"
"TN","IHO","member"
"TN","ILO","member"
"TN","IMF","member"
"TN","IMO","member"
"TN","IMSO","member"
"TN","Interpol","member"
"TN","IOC","National Olympic Committee"
"TN","IOM","member"
"TN","IPU","member"
"TN","ISO","member"
"TN","ITSO","member"
"TN","ITU","member"
"TN","ITUC","member"
"TN","LAS","member"
"TN","MIGA","member"
"TN","MONUSCO","member"
"TN","NAM","member"
"TN","OAPEC","member"
"TN","OAS","observer"
"TN","OIC","member"
"TN","OIF","member"
"TN","OPCW","member"
"TN","UN","member"
"TN","UNAMID","member"
"TN","UNCTAD","member"
"TN","UNESCO","member"
"TN","UNHCR","member"
"TN","UNIDO","member"
"TN","UNOCI","member"
"TN","UNWTO","member"
"TN","UPU","member"
"TN","WCO","member"
"TN","WFTU","member"
"TN","WHO","member"
"TN","WIPO","member"
"TN","WMO","member"
"TN","WTO","member"
"TO","ACP","member"
"TO","ADB","member"
"TO","AOSIS","member"
"TO","C","member"
"TO","FAO","member"
"TO","G-77","member"
"TO","IAEA","member"
"TO","IBRD","member"
"TO","ICAO","member"
"TO","IDA","member"
"TO","IFAD","List C"
"TO","IFC","member"
"TO","IFRCS","member"
"TO","IHO","member"
"TO","IMF","member"
"TO","IMO","member"
"TO","IMSO","member"
"TO","Interpol","member"
"TO","IOC","National Olympic Committee"
"TO","ITU","member"
"TO","ITUC","member"
"TO","OPCW","member"
"TO","PIF","member"
"TO","Sparteca","member"
"TO","SPC","member"
"TO","UN","member"
"TO","UNCTAD","member"
"TO","UNESCO","member"
"TO","UNIDO","member"
"TO","UPU","member"
"TO","WCO","member"
"TO","WHO","member"
"TO","WIPO","member"
"TO","WMO","member"
"TO","WTO","member"
"TOK","FAO","associate member"
"TOK","PIF","observer"
"TOK","SPC","member"
"TOK","UNESCO","associate member"
"TOK","UPU","member"
"TR","ADB","nonregional member"
"TR","AG","member"
"TR","BIS","member"
"TR","BSEC","member"
"TR","CD","signatory"
"TR","CE","member"
"TR","CERN","observer"
"TR","CICA","member"
"TR","D-8","member"
"TR","EAPC","member"
"TR","EBRD","member"
"TR","ECO","member"
"TR","EU","candidate"
"TR","FAO","member"
"TR","FATF","member"
"TR","G-20","member"
"TR","IAEA","member"
"TR","IBRD","member"
"TR","ICAO","member"
"TR","ICC","national committee"
"TR","IDA","member"
"TR","IDB","member"
"TR","IEA","member"
"TR","IFAD","List C"
"TR","IFC","member"
"TR","IFRCS","member"
"TR","IHO","member"
"TR","ILO","member"
"TR","IMF","member"
"TR","IMO","member"
"TR","IMSO","member"
"TR","Interpol","member"
"TR","IOC","National Olympic Committee"
"TR","IOM","member"
"TR","IPU","member"
"TR","ISO","member"
"TR","ITSO","member"
"TR","ITU","member"
"TR","ITUC","member"
"TR","MIGA","member"
"TR","NATO","member"
"TR","NEA","member"
"TR","NSG","member"
"TR","OAS","observer"
"TR","OECD","member"
"TR","OIC","member"
"TR","OPCW","member"
"TR","OSCE","member"
"TR","PCA","member"
"TR","SCO","dialogue member"
"TR","SELEC","member"
"TR","UN","member"
"TR","UNAMID","member"
"TR","UNCTAD","member"
"TR","UNESCO","member"
"TR","UNHCR","member"
"TR","UNIDO","member"
"TR","UNIFIL","member"
"TR","UNRWA","member"
"TR","UNWTO","member"
"TR","UPU","member"
"TR","WCO","member"
"TR","WFTU","member"
"TR","WHO","member"
"TR","WIPO","member"
"TR","WMO","member"
"TR","WTO","member"
"TR","ZC","member"
"TT","ACP","member"
"TT","AOSIS","member"
"TT","C","member"
"TT","Caricom","member"
"TT","CDB","regional member"
"TT","CELAC","member"
"TT","EITI","candidate countries"
"TT","FAO","member"
"TT","G-24","member"
"TT","G-77","member"
"TT","IADB","member"
"TT","IAEA","member"
"TT","IBRD","member"
"TT","ICAO","member"
"TT","ICCt","state accepting jurisdiction"
"TT","IDA","member"
"TT","IFAD","List C"
"TT","IFC","member"
"TT","IFRCS","member"
"TT","IHO","member"
"TT","ILO","member"
"TT","IMF","member"
"TT","IMO","member"
"TT","Interpol","member"
"TT","IOC","National Olympic Committee"
"TT","IOM","member"
"TT","IPU","member"
"TT","ISO","member"
"TT","ITSO","member"
"TT","ITU","member"
"TT","ITUC","member"
"TT","LAES","member"
"TT","MIGA","member"
"TT","NAM","member"
"TT","OAS","member"
"TT","OPANAL","member"
"TT","OPCW","member"
"TT","UN","member"
"TT","UNCTAD","member"
"TT","UNESCO","member"
"TT","UNIDO","member"
"TT","UNWTO","member"
"TT","UPU","member"
"TT","WCO","member"
"TT","WFTU","member"
"TT","WHO","member"
"TT","WIPO","member"
"TT","WMO","member"
"TT","WTO","member"
"TUCA","Caricom","associate member"
"TUCA","CDB","regional member"
"TUCA","Interpol","subbureau"
"TUCA","UPU","member"
"TUV","ACP","member"
"TUV","ADB","member"
"TUV","AOSIS","member"
"TUV","C","member"
"TUV","FAO","member"
"TUV","IBRD","member"
"TUV","IDA","member"
"TUV","IFAD","List C"
"TUV","IFRCS","observer"
"TUV","ILO","member"
"TUV","IMF","member"
"TUV","IMO","member"
"TUV","IOC","National Olympic Committee"
"TUV","ITU","member"
"TUV","OPCW","member"
"TUV","PIF","member"
"TUV","Sparteca","member"
"TUV","SPC","member"
"TUV","UN","member"
"TUV","UNCTAD","member"
"TUV","UNESCO","member"
"TUV","UNIDO","member"
"TUV","UPU","member"
"TUV","WHO","member"
"TUV","WMO","member"
"UA","AG","member"
"UA","BSEC","member"
"UA","CBSS","observer"
"UA","CD","signatory"
"UA","CE","member"
"UA","CEI","member"
"UA","CICA","observer"
"UA","CIS","member"
"UA","EAPC","member"
"UA","EBRD","member"
"UA","EITI","candidate countries"
"UA","EU","candidate"
"UA","EurasEC","observer"
"UA","FAO","member"
"UA","GCTU","member"
"UA","GUAM","member"
"UA","IAEA","member"
"UA","IBRD","member"
"UA","ICAO","member"
"UA","ICC","national committee"
"UA","IDA","member"
"UA","IFC","member"
"UA","IFRCS","member"
"UA","IHO","member"
"UA","ILO","member"
"UA","IMF","member"
"UA","IMO","member"
"UA","IMSO","member"
"UA","Interpol","member"
"UA","IOC","National Olympic Committee"
"UA","IOM","member"
"UA","IPU","member"
"UA","ISO","member"
"UA","ITU","member"
"UA","ITUC","member"
"UA","LAIA","observer"
"UA","MIGA","member"
"UA","MONUSCO","member"
"UA","NAM","observer"
"UA","NSG","member"
"UA","OAS","observer"
"UA","OIF","observer"
"UA","OPCW","member"
"UA","OSCE","member"
"UA","PCA","member"
"UA","PFP","member"
"UA","SELEC","observer"
"UA","UN","member"
"UA","UNCTAD","member"
"UA","UNESCO","member"
"UA","UNFICYP","member"
"UA","UNIDO","member"
"UA","UNISFA","member"
"UA","UNMIL","member"
"UA","UNMISS","member"
"UA","UNOCI","member"
"UA","UNWTO","member"
"UA","UPU","member"
"UA","WCO","member"
"UA","WFTU","member"
"UA","WHO","member"
"UA","WIPO","member"
"UA","WMO","member"
"UA","WTO","member"
"UA","ZC","member"
"UAE","ABEDA","member"
"UAE","AfDB","nonregional member"
"UAE","AFESD","member"
"UAE","AMF","member"
"UAE","BIS","member"
"UAE","CAEU","member"
"UAE","CICA","member"
"UAE","FAO","member"
"UAE","G-77","member"
"UAE","GCC","member"
"UAE","IAEA","member"
"UAE","IBRD","member"
"UAE","ICAO","member"
"UAE","ICC","national committee"
"UAE","IDA","member"
"UAE","IDB","member"
"UAE","IFAD","List B"
"UAE","IFC","member"
"UAE","IFRCS","member"
"UAE","IHO","member"
"UAE","ILO","member"
"UAE","IMF","member"
"UAE","IMO","member"
"UAE","IMSO","member"
"UAE","Interpol","member"
"UAE","IOC","National Olympic Committee"
"UAE","IPU","member"
"UAE","ISO","member"
"UAE","ITSO","member"
"UAE","ITU","member"
"UAE","LAS","member"
"UAE","MIGA","member"
"UAE","NAM","member"
"UAE","OAPEC","member"
"UAE","OIC","member"
"UAE","OIF","observer"
"UAE","OPCW","member"
"UAE","OPEC","member"
"UAE","PCA","member"
"UAE","UN","member"
"UAE","UNCTAD","member"
"UAE","UNESCO","member"
"UAE","UNIDO","member"
"UAE","UNWTO","member"
"UAE","UPU","member"
"UAE","WCO","member"
"UAE","WHO","member"
"UAE","WIPO","member"
"UAE","WMO","member"
"UAE","WTO","member"
"USA","ADB","nonregional member"
"USA","AfDB","nonregional member"
"USA","AG","member"
"USA","ANZUS","member"
"USA","APEC","member"
"USA","ARF","member"
"USA","ASEAN","dialogue partner"
"USA","BIS","member"
"USA","CBSS","observer"
"USA","CD","signatory"
"USA","CE","observer"
"USA","CERN","observer"
"USA","CICA","observer"
"USA","CP","member"
"USA","EAPC","member"
"USA","EAS","member"
"USA","EBRD","member"
"USA","EITI","stake holder"
"USA","FAO","member"
"USA","FATF","member"
"USA","G-10","member"
"USA","G-20","member"
"USA","G-5","member"
"USA","G-7","member"
"USA","G-8","member"
"USA","IADB","member"
"USA","IAEA","member"
"USA","IBRD","member"
"USA","ICAO","member"
"USA","ICC","national committee"
"USA","IDA","member"
"USA","IEA","member"
"USA","IFAD","List A"
"USA","IFC","member"
"USA","IFRCS","member"
"USA","IGAD","partner"
"USA","IHO","member"
"USA","ILO","member"
"USA","IMF","member"
"USA","IMO","member"
"USA","IMSO","member"
"USA","Interpol","member"
"USA","IOC","National Olympic Committee"
"USA","IOM","member"
"USA","ISO","member"
"USA","ITSO","member"
"USA","ITU","member"
"USA","ITUC","member"
"USA","MIGA","member"
"USA","MONUSCO","member"
"USA","NAFTA","member"
"USA","NATO","member"
"USA","NEA","member"
"USA","NSG","member"
"USA","OAS","member"
"USA","OECD","member"
"USA","OPCW","member"
"USA","OSCE","member"
"USA","PCA","member"
"USA","PIF","partner"
"USA","SAARC","observer"
"USA","SELEC","observer"
"USA","SICA","observer"
"USA","SPC","member"
"USA","UN","member"
"USA","UNCTAD","member"
"USA","UNESCO","member"
"USA","UNHCR","member"
"USA","UNMIL","member"
"USA","UNMISS","member"
"USA","UNRWA","member"
"USA","UNSC","permanent member"
"USA","UNTSO","member"
"USA","UPU","member"
"USA","WCO","member"
"USA","WIPO","member"
"USA","WMO","member"
"USA","WTO","member"
"USA","ZC","member"
"UZ","ADB","member"
"UZ","CICA","member"
"UZ","CIS","member"
"UZ","CSTO","member"
"UZ","EAPC","member"
"UZ","EBRD","member"
"UZ","ECO","member"
"UZ","EurasEC","member"
"UZ","FAO","member"
"UZ","IAEA","member"
"UZ","IBRD","member"
"UZ","ICAO","member"
"UZ","IDA","member"
"UZ","IDB","member"
"UZ","IFAD","List C"
"UZ","IFC","member"
"UZ","IFRCS","member"
"UZ","ILO","member"
"UZ","IMF","member"
"UZ","Interpol","member"
"UZ","IOC","National Olympic Committee"
"UZ","ISO","member"
"UZ","ITSO","member"
"UZ","ITU","member"
"UZ","MIGA","member"
"UZ","NAM","member"
"UZ","OIC","member"
"UZ","OPCW","member"
"UZ","OSCE","member"
"UZ","PFP","member"
"UZ","SCO","member"
"UZ","UN","member"
"UZ","UNCTAD","member"
"UZ","UNESCO","member"
"UZ","UNIDO","member"
"UZ","UNWTO","member"
"UZ","UPU","member"
"UZ","WCO","member"
"UZ","WFTU","member"
"UZ","WHO","member"
"UZ","WIPO","member"
"UZ","WMO","member"
"UZ","WTO","observer"
"V","CE","observer"
"V","IAEA","member"
"V","IFRCS","member"
"V","Interpol","member"
"V","IOM","member"
"V","ITSO","member"
"V","ITU","member"
"V","ITUC","member"
"V","OAS","observer"
"V","OPCW","member"
"V","OSCE","member"
"V","SICA","observer"
"V","UN","observer"
"V","UNCTAD","member"
"V","UNHCR","member"
"V","UNWTO","observer"
"V","UPU","member"
"V","WIPO","member"
"V","WTO","observer"
"VIRG","AOSIS","observer"
"VIRG","IOC","National Olympic Committee"
"VIRG","UPU","member"
"VN","ADB","member"
"VN","APEC","member"
"VN","ARF","member"
"VN","ASEAN","member"
"VN","CICA","member"
"VN","CP","member"
"VN","EAS","member"
"VN","FAO","member"
"VN","G-77","member"
"VN","IAEA","member"
"VN","IBRD","member"
"VN","ICAO","member"
"VN","ICC","having direct member"
"VN","IDA","member"
"VN","IFAD","List C"
"VN","IFC","member"
"VN","ILO","member"
"VN","IMF","member"
"VN","IMO","member"
"VN","IMSO","member"
"VN","Interpol","member"
"VN","IOC","National Olympic Committee"
"VN","IOM","member"
"VN","IPU","member"
"VN","ISO","member"
"VN","ITSO","member"
"VN","ITU","member"
"VN","MIGA","member"
"VN","NAM","member"
"VN","OIF","member"
"VN","OPCW","member"
"VN","PCA","member"
"VN","UN","member"
"VN","UNCTAD","member"
"VN","UNESCO","member"
"VN","UNIDO","member"
"VN","UNWTO","member"
"VN","UPU","member"
"VN","WCO","member"
"VN","WFTU","member"
"VN","WHO","member"
"VN","WIPO","member"
"VN","WMO","member"
"VN","WTO","member"
"VU","ACP","member"
"VU","ADB","member"
"VU","AOSIS","member"
"VU","C","member"
"VU","FAO","member"
"VU","G-77","member"
"VU","IBRD","member"
"VU","ICAO","member"
"VU","ICCt","state accepting jurisdiction"
"VU","IDA","member"
"VU","IFAD","List C"
"VU","IFC","member"
"VU","IFRCS","member"
"VU","ILO","member"
"VU","IMF","member"
"VU","IMO","member"
"VU","IMSO","member"
"VU","IOC","National Olympic Committee"
"VU","IOM","member"
"VU","ITU","member"
"VU","ITUC","member"
"VU","MIGA","member"
"VU","NAM","member"
"VU","OAS","observer"
"VU","OIF","member"
"VU","OPCW","member"
"VU","PIF","member"
"VU","Sparteca","member"
"VU","SPC","member"
"VU","UN","member"
"VU","UNCTAD","member"
"VU","UNESCO","member"
"VU","UNIDO","member"
"VU","UNWTO","member"
"VU","UPU","member"
"VU","WCO","member"
"VU","WFTU","member"
"VU","WHO","member"
"VU","WIPO","member"
"VU","WMO","member"
"VU","WTO","member"
"WAG","ACP","member"
"WAG","AfDB","regional member"
"WAG","AU","member"
"WAG","CEMAC","member"
"WAG","ECOWAS","member"
"WAG","FAO","member"
"WAG","G-77","member"
"WAG","IBRD","member"
"WAG","ICAO","member"
"WAG","ICCt","state accepting jurisdiction"
"WAG","ICJ","accepting compulsory jurisdiction with reservations"
"WAG","IDA","member"
"WAG","IDB","member"
"WAG","IFAD","List C"
"WAG","IFC","member"
"WAG","IFRCS","member"
"WAG","ILO","member"
"WAG","IMF","member"
"WAG","IMO","member"
"WAG","Interpol","member"
"WAG","IOC","National Olympic Committee"
"WAG","IOM","member"
"WAG","IPU","member"
"WAG","ISO","correspondent member"
"WAG","ITSO","member"
"WAG","ITU","member"
"WAG","ITUC","member"
"WAG","MIGA","member"
"WAG","NAM","member"
"WAG","OIC","member"
"WAG","OPCW","member"
"WAG","UN","member"
"WAG","UNAMID","member"
"WAG","UNCTAD","member"
"WAG","UNESCO","member"
"WAG","UNIDO","member"
"WAG","UNMIL","member"
"WAG","UNOCI","member"
"WAG","UNWTO","member"
"WAG","UPU","member"
"WAG","WCO","member"
"WAG","WFTU","member"
"WAG","WHO","member"
"WAG","WIPO","member"
"WAG","WMO","member"
"WAG","WTO","member"
"WD","ACP","member"
"WD","AOSIS","member"
"WD","C","member"
"WD","Caricom","member"
"WD","CD","signatory"
"WD","CDB","regional member"
"WD","CELAC","member"
"WD","FAO","member"
"WD","G-77","member"
"WD","IAEA","member"
"WD","IBRD","member"
"WD","ICCt","state accepting jurisdiction"
"WD","ICJ","accepting compulsory jurisdiction without reservations"
"WD","IDA","member"
"WD","IFAD","List C"
"WD","IFC","member"
"WD","IFRCS","member"
"WD","ILO","member"
"WD","IMF","member"
"WD","IMO","member"
"WD","Interpol","member"
"WD","IOC","National Olympic Committee"
"WD","ISO","correspondent member"
"WD","ITU","member"
"WD","ITUC","member"
"WD","MIGA","member"
"WD","NAM","member"
"WD","OAS","member"
"WD","OECS","member"
"WD","OIF","member"
"WD","OPANAL","member"
"WD","OPCW","member"
"WD","UN","member"
"WD","UNCTAD","member"
"WD","UNESCO","member"
"WD","UNIDO","member"
"WD","UPU","member"
"WD","WHO","member"
"WD","WIPO","member"
"WD","WMO","member"
"WD","WTO","member"
"WF","PIF","observer"
"WF","SPC","member"
"WF","UPU","member"
"WG","ACP","member"
"WG","AOSIS","member"
"WG","C","member"
"WG","Caricom","member"
"WG","CDB","regional member"
"WG","CELAC","member"
"WG","FAO","member"
"WG","G-77","member"
"WG","IBRD","member"
"WG","ICAO","member"
"WG","ICCt","state accepting jurisdiction"
"WG","IDA","member"
"WG","IFAD","List C"
"WG","IFC","member"
"WG","IFRCS","member"
"WG","ILO","member"
"WG","IMF","member"
"WG","IMO","member"
"WG","Interpol","member"
"WG","IOC","National Olympic Committee"
"WG","ITU","member"
"WG","ITUC","member"
"WG","LAES","member"
"WG","MIGA","member"
"WG","NAM","member"
"WG","OAS","member"
"WG","OECS","member"
"WG","OPANAL","member"
"WG","OPCW","member"
"WG","UN","member"
"WG","UNCTAD","member"
"WG","UNESCO","member"
"WG","UNIDO","member"
"WG","UPU","member"
"WG","WHO","member"
"WG","WIPO","member"
"WG","WTO","member"
"WL","ACP","member"
"WL","AOSIS","member"
"WL","C","member"
"WL","Caricom","member"
"WL","CD","signatory"
"WL","CDB","regional member"
"WL","CELAC","member"
"WL","FAO","member"
"WL","G-77","member"
"WL","IBRD","member"
"WL","ICAO","member"
"WL","ICCt","state accepting jurisdiction"
"WL","IDA","member"
"WL","IFAD","List C"
"WL","IFC","member"
"WL","IFRCS","member"
"WL","ILO","member"
"WL","IMF","member"
"WL","IMO","member"
"WL","Interpol","member"
"WL","IOC","National Olympic Committee"
"WL","ISO","member"
"WL","ITU","member"
"WL","ITUC","member"
"WL","MIGA","member"
"WL","NAM","member"
"WL","OAS","member"
"WL","OECS","member"
"WL","OIF","member"
"WL","OPANAL","member"
"WL","OPCW","member"
"WL","UN","member"
"WL","UNCTAD","member"
"WL","UNESCO","member"
"WL","UNIDO","member"
"WL","UPU","member"
"WL","WCO","member"
"WL","WFTU","member"
"WL","WHO","member"
"WL","WIPO","member"
